Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromoffice,JobInvolvement,Job Level,Total Working Years,Retirement,Promotion status,Job satisfaction,Performance Rating
51,No,Travel_Rarely,999,Human Resources,4,Other,1,3574,2,Female,31,Software Engineer,1,Married,10808,11962,5,Yes,20,4,3,80,2,4,1,7,7,2,3,Close,1 Jobs,Level 5,28 Years,due for retirement,due for promotion,Medium,Low Ratings
31,No,Non-Travel,1190,Sales,1,Life Sciences,1,1152,4,Female,42,Sales Executive,1,Married,13864,27937,3,Yes,13,4,1,80,2,0,1,10,2,8,0,Close,1 Jobs,Level 5,17 Years,On service,due for promotion,Medium,Low Ratings
26,No,Travel_Frequently,1434,Human Resources,4,Other,1,4922,2,Male,65,Software Engineer,2,Single,3032,8084,6,Yes,23,3,4,80,0,2,2,12,6,6,5,Very Far,1 Jobs,Level 3,1 Years,On service,due for promotion,High,Low Ratings
47,Yes,Non-Travel,1011,Research & Development,3,Other,1,4013,4,Male,58,HR Executive,2,Divorced,11620,9284,0,Yes,23,4,3,80,3,3,2,19,9,2,6,Very Close,1 Jobs,Level 3,1 Years,On service,due for promotion,Medium,High Ratings
36,No,Non-Travel,505,Sales,1,Marketing,1,2352,2,Female,64,Manager,2,Married,12343,8070,9,No,19,4,4,80,2,2,3,10,8,2,4,Very Close,1 Jobs,Level 3,30 Years,due for retirement,Not due,High,Low Ratings
53,No,Non-Travel,1069,Human Resources,2,Technical Degree,1,4052,4,Male,39,Manager,4,Married,2116,26698,4,No,22,4,3,80,3,0,1,14,0,7,4,Close,4 Jobs,Level 3,5 Years,due for retirement,Not due,Medium,High Ratings
22,Yes,Travel_Rarely,1064,Research & Development,4,Other,1,5661,1,Female,59,Business Analyst,3,Divorced,16705,15567,6,Yes,11,3,1,80,2,3,4,11,5,6,6,Very Far,2 Jobs,Level 2,22 Years,On service,Not due,Medium,Low Ratings
24,Yes,Travel_Rarely,1418,Sales,2,Technical Degree,1,3556,1,Male,89,Manager,3,Married,2640,22158,5,No,18,4,4,80,0,5,3,15,0,8,6,Very Far,1 Jobs,Level 5,12 Years,due for retirement,due for promotion,Medium,High Ratings
43,Yes,Travel_Rarely,1288,Human Resources,2,Medical,1,1873,1,Female,87,Manager,2,Married,11054,15561,8,No,18,3,3,80,1,4,2,6,1,4,5,Very Far,1 Jobs,Level 5,6 Years,On service,Not due,Low,High Ratings
32,Yes,Travel_Rarely,1234,Sales,4,Medical,1,5903,2,Male,78,Support Engineer,1,Divorced,10908,23351,4,Yes,18,4,4,80,2,2,4,6,2,0,7,Very Far,3 Jobs,Level 2,6 Years,On service,Not due,High,High Ratings
36,No,Non-Travel,1497,Human Resources,4,Medical,1,192,2,Male,98,Manager,4,Single,5833,23427,5,Yes,10,3,4,80,1,2,1,1,7,4,1,Close,4 Jobs,Level 5,25 Years,On service,due for promotion,High,High Ratings
30,No,Non-Travel,1110,Research & Development,2,Technical Degree,1,2441,4,Male,70,Manager,2,Divorced,13297,5208,3,Yes,21,4,3,80,1,5,4,15,2,1,2,Very Far,1 Jobs,Level 3,17 Years,due for retirement,due for promotion,High,Low Ratings
52,No,Travel_Rarely,1085,Human Resources,3,Medical,1,109,3,Female,58,Data Analyst,1,Divorced,5835,7021,9,No,14,3,1,80,0,3,1,10,6,0,2,Very Close,3 Jobs,Level 1,26 Years,On service,due for promotion,High,High Ratings
49,No,Travel_Rarely,764,Sales,2,Technical Degree,1,175,3,Female,57,Sales Executive,1,Divorced,6064,5489,2,Yes,15,3,2,80,1,2,1,4,7,7,9,Very Far,2 Jobs,Level 5,22 Years,On service,due for promotion,High,Low Ratings
54,Yes,Travel_Rarely,438,Research & Development,3,Medical,1,3170,1,Male,48,Business Analyst,4,Single,8358,6102,1,No,20,3,3,80,3,3,3,10,3,8,7,Very Far,1 Jobs,Level 1,13 Years,On service,Not due,Low,High Ratings
25,No,Travel_Rarely,567,Sales,4,Marketing,1,3353,2,Female,45,Support Engineer,4,Married,19157,9755,0,No,18,4,2,80,0,4,1,17,9,4,3,Very Close,1 Jobs,Level 1,8 Years,due for retirement,due for promotion,Medium,High Ratings
48,No,Non-Travel,547,Research & Development,1,Technical Degree,1,3835,4,Male,37,Manager,2,Divorced,8986,21475,9,Yes,23,3,2,80,3,4,1,6,0,3,9,Close,4 Jobs,Level 2,24 Years,due for retirement,due for promotion,Low,High Ratings
52,Yes,Travel_Rarely,1147,Research & Development,3,Technical Degree,1,1599,3,Male,53,Business Analyst,4,Divorced,8611,26093,0,No,13,4,2,80,3,5,3,5,4,2,2,Very Close,1 Jobs,Level 4,12 Years,On service,due for promotion,High,Low Ratings
35,No,Travel_Rarely,741,Human Resources,2,Marketing,1,1361,4,Male,57,Sales Executive,2,Divorced,10938,3531,9,Yes,10,4,2,80,1,5,4,6,9,2,0,Close,3 Jobs,Level 5,15 Years,On service,due for promotion,Medium,High Ratings
25,No,Travel_Rarely,622,Sales,2,Marketing,1,2104,2,Male,36,Support Engineer,3,Married,9015,11519,8,No,23,4,2,80,3,2,4,15,7,2,3,Very Far,1 Jobs,Level 2,19 Years,On service,due for promotion,Low,Low Ratings
40,Yes,Travel_Rarely,1087,Human Resources,2,Technical Degree,1,5220,4,Male,58,Research Scientist,1,Married,3744,19305,9,No,14,3,2,80,0,4,1,4,6,9,7,Very Close,2 Jobs,Level 2,29 Years,due for retirement,Not due,High,High Ratings
28,No,Travel_Rarely,131,Sales,4,Life Sciences,1,5841,3,Male,86,Manager,4,Divorced,8942,27398,8,Yes,16,4,4,80,1,0,1,8,6,1,1,Very Close,3 Jobs,Level 1,21 Years,On service,due for promotion,Medium,Low Ratings
47,No,Non-Travel,675,Sales,1,Marketing,1,5044,1,Female,87,Business Analyst,3,Single,7071,3204,9,Yes,11,4,2,80,1,5,3,12,2,8,6,Close,1 Jobs,Level 5,26 Years,On service,Not due,Low,Low Ratings
43,Yes,Travel_Rarely,1126,Research & Development,1,Medical,1,3581,1,Female,69,Software Engineer,1,Married,16097,2169,1,No,22,3,2,80,0,2,4,13,9,9,6,Close,1 Jobs,Level 2,20 Years,due for retirement,Not due,Medium,Low Ratings
35,No,Non-Travel,885,Human Resources,1,Other,1,1165,4,Male,90,Support Engineer,2,Single,17388,26043,8,No,17,4,3,80,0,2,4,8,2,1,1,Very Close,4 Jobs,Level 3,28 Years,On service,due for promotion,Medium,High Ratings
47,No,Travel_Rarely,634,Human Resources,3,Other,1,3679,3,Male,45,Support Engineer,2,Single,19869,7942,4,No,10,4,1,80,1,5,3,9,0,3,1,Very Close,4 Jobs,Level 2,17 Years,On service,Not due,Medium,Low Ratings
59,No,Non-Travel,1166,Sales,1,Medical,1,5285,2,Female,34,Business Analyst,2,Divorced,8083,27772,5,No,18,3,1,80,3,5,4,0,1,2,1,Very Far,3 Jobs,Level 3,9 Years,On service,due for promotion,Low,High Ratings
37,No,Non-Travel,698,Human Resources,1,Marketing,1,1662,2,Female,87,Manager,4,Married,12559,7106,7,No,20,3,2,80,1,2,3,6,2,0,1,Very Far,2 Jobs,Level 4,21 Years,On service,due for promotion,Medium,Low Ratings
34,No,Travel_Rarely,951,Human Resources,1,Life Sciences,1,509,3,Male,71,HR Executive,2,Married,8244,29230,0,Yes,24,4,2,80,3,1,1,15,3,3,1,Very Close,4 Jobs,Level 3,18 Years,On service,due for promotion,High,Low Ratings
44,No,Travel_Frequently,1373,Research & Development,4,Medical,1,167,2,Female,90,Data Analyst,2,Married,7977,16656,0,Yes,17,4,4,80,3,2,2,9,9,6,2,Very Close,3 Jobs,Level 3,28 Years,On service,due for promotion,Low,Low Ratings
45,No,Travel_Rarely,1140,Human Resources,1,Technical Degree,1,2788,4,Male,51,Software Engineer,3,Single,17326,23520,4,Yes,15,4,3,80,1,4,2,0,7,9,3,Very Close,2 Jobs,Level 1,2 Years,On service,due for promotion,Medium,High Ratings
46,Yes,Non-Travel,1251,Human Resources,3,Marketing,1,5522,1,Male,81,Software Engineer,3,Single,8553,15852,7,Yes,18,4,3,80,0,5,4,8,7,1,9,Very Far,2 Jobs,Level 2,11 Years,On service,Not due,Medium,Low Ratings
42,No,Travel_Rarely,771,Sales,3,Marketing,1,2255,4,Male,30,HR Executive,1,Divorced,16668,29498,1,No,15,4,4,80,2,4,3,11,2,4,5,Close,4 Jobs,Level 4,23 Years,On service,due for promotion,Low,Low Ratings
40,No,Non-Travel,708,Research & Development,4,Marketing,1,3962,1,Male,87,Manager,4,Divorced,13077,6431,0,No,19,3,1,80,3,5,3,16,2,3,8,Very Far,4 Jobs,Level 2,20 Years,On service,due for promotion,Medium,Low Ratings
51,No,Travel_Frequently,1298,Human Resources,4,Technical Degree,1,104,2,Female,67,Support Engineer,2,Single,9560,26331,3,No,13,4,1,80,0,4,1,18,5,5,8,Very Close,3 Jobs,Level 3,17 Years,due for retirement,due for promotion,High,Low Ratings
49,No,Travel_Frequently,165,Sales,1,Medical,1,2413,1,Male,72,Support Engineer,1,Single,9521,2718,2,Yes,20,3,1,80,3,5,1,18,9,1,6,Very Far,3 Jobs,Level 3,21 Years,On service,due for promotion,Medium,High Ratings
47,No,Travel_Frequently,158,Research & Development,3,Medical,1,4926,1,Male,33,Data Analyst,1,Married,6996,29274,8,No,13,3,2,80,0,1,4,14,2,2,7,Very Far,1 Jobs,Level 2,18 Years,On service,due for promotion,Low,High Ratings
18,No,Non-Travel,732,Sales,3,Life Sciences,1,4882,2,Female,68,Software Engineer,2,Single,7329,17836,3,Yes,23,3,1,80,3,2,2,1,6,1,1,Very Close,1 Jobs,Level 4,15 Years,due for retirement,due for promotion,Medium,High Ratings
49,Yes,Non-Travel,891,Human Resources,3,Technical Degree,1,1753,3,Female,80,Data Analyst,3,Single,3844,8643,6,No,14,4,3,80,3,3,1,3,6,5,5,Very Far,4 Jobs,Level 4,7 Years,On service,due for promotion,Low,Low Ratings
53,No,Travel_Rarely,915,Human Resources,4,Life Sciences,1,5355,2,Female,50,Software Engineer,4,Divorced,12857,13374,2,Yes,10,4,4,80,3,1,4,8,9,0,0,Very Far,2 Jobs,Level 1,16 Years,due for retirement,due for promotion,High,High Ratings
36,Yes,Travel_Rarely,746,Research & Development,1,Medical,1,5104,2,Male,87,Manager,3,Divorced,10237,25493,1,Yes,10,3,3,80,1,2,2,2,9,4,7,Very Far,4 Jobs,Level 3,25 Years,due for retirement,due for promotion,High,High Ratings
33,No,Travel_Frequently,945,Human Resources,2,Life Sciences,1,1659,4,Male,71,Research Scientist,3,Single,8909,19535,0,No,11,4,4,80,2,1,3,2,8,1,8,Close,1 Jobs,Level 3,29 Years,due for retirement,Not due,Medium,High Ratings
47,Yes,Travel_Rarely,718,Sales,2,Marketing,1,153,1,Female,99,Software Engineer,4,Married,5382,23414,9,Yes,10,4,3,80,1,0,1,14,0,0,2,Very Close,2 Jobs,Level 1,1 Years,On service,due for promotion,Medium,Low Ratings
34,No,Travel_Frequently,203,Human Resources,4,Medical,1,2587,2,Male,62,Research Scientist,3,Divorced,18431,28035,9,Yes,20,3,3,80,3,5,1,13,6,4,1,Very Close,2 Jobs,Level 2,28 Years,On service,due for promotion,High,Low Ratings
34,No,Travel_Rarely,1403,Research & Development,1,Medical,1,1584,2,Male,94,Software Engineer,3,Married,13577,26440,3,No,23,3,3,80,3,2,1,1,6,6,7,Close,4 Jobs,Level 3,18 Years,On service,Not due,Low,Low Ratings
39,No,Travel_Rarely,427,Human Resources,1,Life Sciences,1,2178,2,Male,88,Support Engineer,3,Single,12450,9557,9,No,21,4,4,80,0,1,4,1,5,4,0,Very Close,2 Jobs,Level 2,27 Years,On service,due for promotion,High,Low Ratings
32,No,Travel_Rarely,179,Sales,1,Other,1,5970,4,Male,69,Sales Executive,2,Married,6452,4565,9,Yes,14,4,4,80,1,3,2,5,6,9,7,Very Far,1 Jobs,Level 4,22 Years,On service,due for promotion,High,Low Ratings
39,Yes,Travel_Rarely,1151,Sales,1,Technical Degree,1,4890,4,Male,84,Manager,2,Divorced,4468,14614,7,Yes,12,3,2,80,0,0,2,7,8,8,8,Very Close,1 Jobs,Level 5,8 Years,On service,due for promotion,Low,High Ratings
51,No,Travel_Frequently,1384,Sales,1,Technical Degree,1,2115,3,Male,58,HR Executive,1,Married,2914,7584,8,Yes,16,3,1,80,1,3,1,10,2,7,3,Very Close,2 Jobs,Level 1,7 Years,due for retirement,Not due,Medium,High Ratings
49,No,Non-Travel,453,Human Resources,3,Technical Degree,1,2647,2,Male,95,Research Scientist,3,Single,16468,15407,2,No,11,4,1,80,3,3,3,9,5,8,1,Very Far,3 Jobs,Level 3,25 Years,On service,Not due,Low,High Ratings
37,Yes,Non-Travel,1400,Human Resources,2,Life Sciences,1,1823,3,Male,42,HR Executive,1,Divorced,5796,13393,0,No,15,4,2,80,1,3,3,7,8,1,0,Very Close,1 Jobs,Level 1,30 Years,On service,Not due,High,High Ratings
23,Yes,Non-Travel,105,Human Resources,2,Marketing,1,5070,1,Male,38,Manager,3,Single,17506,19840,9,No,23,3,3,80,2,4,2,9,1,0,1,Close,2 Jobs,Level 4,2 Years,due for retirement,due for promotion,High,High Ratings
41,No,Travel_Rarely,1114,Research & Development,1,Life Sciences,1,3127,2,Male,73,Business Analyst,4,Single,15102,5334,7,No,10,3,2,80,1,0,1,15,9,1,1,Very Close,2 Jobs,Level 4,12 Years,due for retirement,Not due,Low,High Ratings
23,No,Travel_Rarely,1463,Research & Development,1,Other,1,310,2,Female,85,HR Executive,4,Divorced,12736,14259,9,Yes,24,3,1,80,3,1,4,8,5,4,5,Close,2 Jobs,Level 4,16 Years,On service,due for promotion,Low,High Ratings
39,No,Travel_Rarely,141,Human Resources,1,Life Sciences,1,5792,4,Female,96,Manager,1,Married,12686,24512,4,Yes,15,4,4,80,0,4,3,14,5,2,6,Very Far,2 Jobs,Level 4,9 Years,On service,due for promotion,Medium,Low Ratings
38,No,Travel_Rarely,793,Sales,3,Life Sciences,1,2432,1,Male,92,Support Engineer,1,Divorced,4386,5291,8,Yes,13,3,4,80,3,1,3,4,0,8,6,Close,4 Jobs,Level 5,20 Years,due for retirement,due for promotion,High,High Ratings
37,No,Non-Travel,984,Research & Development,2,Other,1,2571,1,Male,72,HR Executive,3,Single,17038,20978,3,No,14,3,3,80,1,4,3,0,6,5,2,Close,3 Jobs,Level 2,11 Years,due for retirement,due for promotion,Medium,High Ratings
56,Yes,Travel_Rarely,882,Research & Development,3,Other,1,496,4,Male,69,Research Scientist,2,Divorced,13570,10099,0,Yes,14,4,3,80,1,5,1,4,7,3,7,Very Close,1 Jobs,Level 2,15 Years,due for retirement,due for promotion,High,Low Ratings
39,No,Travel_Rarely,1249,Research & Development,1,Technical Degree,1,206,3,Male,81,Sales Executive,1,Divorced,11244,21937,0,No,13,4,4,80,0,3,2,6,7,6,2,Very Far,3 Jobs,Level 5,3 Years,On service,due for promotion,Low,High Ratings
20,No,Travel_Rarely,232,Human Resources,1,Medical,1,1435,4,Male,61,HR Executive,3,Single,11035,16307,6,No,18,3,2,80,0,4,4,19,2,5,2,Very Close,4 Jobs,Level 2,23 Years,On service,due for promotion,High,High Ratings
25,No,Travel_Rarely,376,Sales,3,Other,1,1136,3,Male,96,Research Scientist,1,Married,8800,28658,5,Yes,10,3,1,80,3,4,1,9,2,4,3,Very Far,4 Jobs,Level 4,21 Years,due for retirement,due for promotion,Low,High Ratings
47,No,Non-Travel,1355,Research & Development,3,Life Sciences,1,869,2,Female,50,Software Engineer,1,Married,7925,14014,9,Yes,17,4,3,80,3,0,4,17,5,8,5,Very Far,3 Jobs,Level 2,13 Years,due for retirement,Not due,Medium,High Ratings
34,No,Travel_Rarely,920,Sales,4,Marketing,1,306,3,Male,76,Manager,4,Single,17013,11674,0,Yes,24,4,1,80,3,0,3,7,3,1,0,Very Far,4 Jobs,Level 1,21 Years,On service,due for promotion,Medium,High Ratings
41,Yes,Travel_Rarely,829,Sales,2,Life Sciences,1,1850,2,Male,92,Data Analyst,1,Married,19026,6668,0,Yes,14,3,2,80,3,2,4,9,2,0,8,Close,1 Jobs,Level 2,28 Years,due for retirement,due for promotion,Low,High Ratings
45,No,Travel_Rarely,662,Human Resources,4,Medical,1,2237,4,Male,99,Business Analyst,4,Married,7313,18559,2,No,22,3,1,80,1,4,4,13,3,5,1,Close,2 Jobs,Level 1,13 Years,On service,due for promotion,High,High Ratings
59,Yes,Travel_Rarely,1253,Human Resources,2,Life Sciences,1,1989,2,Female,75,Support Engineer,4,Divorced,14166,28755,2,Yes,15,3,3,80,1,0,1,6,0,0,1,Very Far,4 Jobs,Level 3,2 Years,On service,due for promotion,Low,High Ratings
58,Yes,Travel_Rarely,935,Sales,1,Medical,1,5968,1,Male,96,Data Analyst,4,Divorced,4082,25529,3,No,22,4,3,80,1,1,3,10,4,4,9,Very Far,3 Jobs,Level 1,6 Years,due for retirement,due for promotion,High,High Ratings
53,No,Non-Travel,1425,Sales,4,Technical Degree,1,1535,3,Female,36,Support Engineer,3,Divorced,2661,29699,8,Yes,23,3,1,80,0,2,2,1,9,9,9,Close,2 Jobs,Level 1,6 Years,On service,Not due,Medium,Low Ratings
38,No,Travel_Rarely,931,Sales,4,Marketing,1,844,2,Male,51,Manager,4,Divorced,10292,3152,4,Yes,16,4,2,80,1,3,4,1,4,6,5,Close,1 Jobs,Level 4,12 Years,On service,due for promotion,Medium,High Ratings
33,No,Travel_Rarely,652,Sales,3,Technical Degree,1,1988,1,Female,84,Support Engineer,3,Single,13333,23047,2,Yes,18,4,2,80,3,1,4,4,6,1,8,Close,1 Jobs,Level 4,4 Years,On service,due for promotion,Low,Low Ratings
35,Yes,Travel_Rarely,1315,Research & Development,3,Technical Degree,1,5596,1,Female,50,Sales Executive,2,Divorced,17870,22360,1,Yes,18,3,1,80,2,3,4,13,1,9,9,Very Close,3 Jobs,Level 4,5 Years,On service,due for promotion,High,Low Ratings
28,No,Travel_Rarely,474,Human Resources,3,Technical Degree,1,3842,4,Female,94,HR Executive,1,Single,3625,22858,2,Yes,23,4,2,80,0,3,1,7,3,3,7,Very Far,4 Jobs,Level 1,23 Years,On service,Not due,Medium,High Ratings
21,No,Travel_Rarely,534,Human Resources,2,Marketing,1,2537,4,Male,34,Sales Executive,4,Divorced,14774,3898,3,No,13,4,3,80,2,2,2,2,5,7,6,Close,4 Jobs,Level 5,30 Years,On service,due for promotion,Medium,High Ratings
28,Yes,Travel_Rarely,1048,Research & Development,4,Technical Degree,1,5281,1,Male,61,Data Analyst,1,Single,12138,29802,6,Yes,14,3,2,80,2,4,3,2,1,0,8,Very Far,1 Jobs,Level 4,8 Years,On service,due for promotion,Medium,Low Ratings
29,No,Travel_Frequently,493,Human Resources,1,Marketing,1,1539,3,Male,36,Business Analyst,1,Married,3017,14609,9,Yes,10,4,1,80,3,5,1,2,9,7,3,Very Far,3 Jobs,Level 4,6 Years,On service,due for promotion,High,Low Ratings
33,No,Travel_Rarely,155,Human Resources,2,Marketing,1,212,2,Female,94,Research Scientist,3,Married,3297,3503,2,No,17,4,4,80,0,5,1,13,8,6,4,Very Far,4 Jobs,Level 1,21 Years,On service,Not due,Medium,Low Ratings
29,No,Non-Travel,551,Sales,2,Life Sciences,1,1958,3,Male,91,Business Analyst,1,Divorced,3831,18150,9,No,18,4,1,80,2,2,3,9,9,8,0,Close,1 Jobs,Level 3,28 Years,due for retirement,Not due,High,High Ratings
47,No,Travel_Frequently,614,Research & Development,4,Marketing,1,3722,3,Male,51,Manager,4,Single,17807,5243,8,No,22,4,2,80,3,3,1,12,6,7,5,Close,3 Jobs,Level 3,3 Years,On service,due for promotion,Medium,Low Ratings
52,No,Non-Travel,1054,Human Resources,2,Technical Degree,1,4705,3,Male,34,Manager,1,Divorced,10217,21798,5,Yes,18,3,1,80,3,3,4,13,5,4,1,Very Close,2 Jobs,Level 2,23 Years,On service,Not due,Low,High Ratings
24,Yes,Non-Travel,1140,Human Resources,2,Marketing,1,2708,1,Male,92,Sales Executive,3,Married,17334,23378,8,No,17,3,4,80,1,1,4,12,9,7,0,Close,4 Jobs,Level 3,8 Years,On service,due for promotion,Low,High Ratings
35,Yes,Travel_Frequently,826,Research & Development,2,Medical,1,1350,3,Male,96,Research Scientist,4,Married,2373,16155,3,Yes,17,3,1,80,1,5,1,17,7,9,9,Very Far,1 Jobs,Level 4,19 Years,On service,Not due,Medium,High Ratings
57,Yes,Non-Travel,805,Sales,4,Other,1,4309,3,Male,55,Sales Executive,3,Single,18973,16071,6,No,23,4,2,80,2,1,4,0,8,9,1,Very Far,1 Jobs,Level 5,21 Years,On service,Not due,Medium,High Ratings
20,No,Travel_Frequently,644,Human Resources,4,Life Sciences,1,4588,3,Male,82,HR Executive,4,Divorced,12938,28855,7,Yes,24,4,4,80,1,3,1,1,1,4,0,Very Far,4 Jobs,Level 2,11 Years,due for retirement,due for promotion,High,Low Ratings
27,Yes,Travel_Frequently,1001,Research & Development,4,Marketing,1,681,3,Male,79,Software Engineer,1,Single,11819,24062,3,No,10,4,4,80,1,2,3,16,1,1,6,Close,2 Jobs,Level 5,18 Years,On service,due for promotion,Medium,High Ratings
20,No,Non-Travel,1368,Sales,1,Other,1,181,4,Female,61,Research Scientist,1,Married,2507,26596,5,Yes,19,4,1,80,1,5,3,16,9,3,7,Very Far,4 Jobs,Level 5,10 Years,On service,Not due,Low,High Ratings
43,No,Travel_Rarely,559,Research & Development,3,Medical,1,3758,1,Female,57,Software Engineer,1,Divorced,11723,25304,6,No,15,3,1,80,3,0,4,18,4,9,8,Close,4 Jobs,Level 4,26 Years,On service,due for promotion,Medium,Low Ratings
25,No,Travel_Rarely,685,Research & Development,1,Technical Degree,1,2227,1,Female,41,Business Analyst,1,Divorced,17968,26415,3,No,17,3,1,80,3,4,3,3,2,3,9,Very Far,3 Jobs,Level 1,28 Years,due for retirement,Not due,Medium,High Ratings
47,No,Travel_Rarely,1313,Research & Development,2,Other,1,3291,1,Male,96,HR Executive,3,Divorced,10298,17242,9,Yes,14,3,4,80,3,1,1,6,0,8,3,Very Close,3 Jobs,Level 1,20 Years,On service,due for promotion,Low,Low Ratings
31,No,Travel_Rarely,1269,Human Resources,4,Life Sciences,1,279,2,Female,77,Support Engineer,4,Divorced,19070,13510,4,No,12,3,3,80,1,2,4,14,5,4,9,Very Far,1 Jobs,Level 1,12 Years,On service,due for promotion,Medium,Low Ratings
47,No,Travel_Rarely,369,Research & Development,3,Other,1,290,2,Male,34,Support Engineer,2,Single,2986,5382,8,No,20,4,1,80,1,4,2,1,2,1,9,Very Far,2 Jobs,Level 3,20 Years,On service,due for promotion,Medium,Low Ratings
30,No,Travel_Rarely,267,Research & Development,4,Life Sciences,1,4729,1,Male,53,Software Engineer,3,Divorced,3583,11036,7,Yes,14,3,3,80,1,5,2,15,5,5,7,Very Far,1 Jobs,Level 1,28 Years,due for retirement,Not due,High,Low Ratings
48,No,Travel_Rarely,802,Research & Development,3,Medical,1,994,1,Male,74,Data Analyst,2,Married,9380,7558,1,Yes,10,3,1,80,0,1,1,15,1,8,4,Very Far,3 Jobs,Level 4,29 Years,due for retirement,due for promotion,Medium,Low Ratings
30,No,Travel_Rarely,724,Research & Development,3,Technical Degree,1,5091,4,Male,36,Business Analyst,4,Divorced,10472,27344,4,Yes,12,4,1,80,0,4,3,11,0,9,4,Very Close,4 Jobs,Level 3,8 Years,On service,due for promotion,High,Low Ratings
24,No,Non-Travel,603,Sales,1,Medical,1,5039,4,Male,62,Software Engineer,1,Single,7078,5854,1,No,20,3,2,80,2,1,1,4,4,5,4,Close,3 Jobs,Level 1,19 Years,On service,due for promotion,Medium,Low Ratings
58,No,Non-Travel,743,Research & Development,3,Marketing,1,4713,2,Female,49,HR Executive,2,Married,15939,2618,9,No,16,4,1,80,1,2,1,3,3,4,6,Very Close,1 Jobs,Level 5,21 Years,On service,Not due,Medium,Low Ratings
38,Yes,Travel_Rarely,808,Research & Development,4,Other,1,4807,1,Male,88,Software Engineer,4,Single,16048,2924,4,No,16,3,3,80,2,0,1,5,0,7,2,Close,1 Jobs,Level 4,16 Years,On service,due for promotion,Low,Low Ratings
19,No,Non-Travel,1210,Research & Development,2,Life Sciences,1,271,4,Male,97,Manager,3,Single,3177,2639,7,Yes,13,4,4,80,0,2,3,0,0,8,4,Close,2 Jobs,Level 4,27 Years,On service,due for promotion,High,High Ratings
30,No,Travel_Rarely,132,Sales,2,Medical,1,2305,2,Male,75,Sales Executive,2,Divorced,17347,7926,7,No,23,4,2,80,3,4,1,14,8,1,1,Very Close,1 Jobs,Level 2,21 Years,On service,due for promotion,Medium,Low Ratings
42,Yes,Travel_Rarely,668,Sales,4,Technical Degree,1,4896,2,Male,76,Data Analyst,1,Married,6654,13386,2,No,19,4,1,80,3,1,2,12,9,7,4,Very Close,4 Jobs,Level 4,18 Years,due for retirement,Not due,Medium,High Ratings
45,No,Travel_Rarely,343,Human Resources,2,Medical,1,5833,1,Male,72,Manager,3,Divorced,16690,4514,0,No,14,4,1,80,1,0,2,17,5,9,5,Very Close,1 Jobs,Level 5,9 Years,due for retirement,due for promotion,High,High Ratings
30,No,Non-Travel,1386,Sales,1,Technical Degree,1,5806,3,Male,48,Manager,4,Single,6477,6449,6,Yes,13,4,3,80,3,5,4,18,5,5,6,Close,3 Jobs,Level 4,4 Years,On service,due for promotion,Medium,High Ratings
44,Yes,Travel_Rarely,1198,Research & Development,1,Other,1,112,3,Female,50,HR Executive,3,Divorced,16194,21629,3,No,11,4,2,80,2,2,3,3,0,1,2,Very Far,3 Jobs,Level 2,9 Years,due for retirement,due for promotion,High,Low Ratings
54,Yes,Travel_Rarely,1470,Research & Development,1,Medical,1,1392,2,Male,77,Sales Executive,1,Divorced,5700,12606,1,Yes,23,3,4,80,2,2,2,1,7,8,1,Very Close,1 Jobs,Level 4,25 Years,On service,due for promotion,High,Low Ratings
37,No,Travel_Rarely,476,Research & Development,2,Other,1,221,3,Male,68,Sales Executive,4,Single,14009,8422,3,Yes,17,4,4,80,0,0,2,7,3,2,9,Very Close,1 Jobs,Level 4,2 Years,On service,due for promotion,High,Low Ratings
53,Yes,Non-Travel,777,Sales,2,Medical,1,5204,2,Female,44,Research Scientist,4,Single,6544,12673,3,No,11,4,3,80,1,0,1,12,8,3,0,Very Close,4 Jobs,Level 2,9 Years,On service,due for promotion,Medium,Low Ratings
26,No,Travel_Frequently,1167,Sales,2,Life Sciences,1,84,3,Female,80,Business Analyst,2,Single,5884,3512,0,Yes,19,3,1,80,0,0,3,14,9,5,3,Very Far,4 Jobs,Level 4,9 Years,On service,Not due,Low,Low Ratings
43,No,Non-Travel,317,Sales,3,Medical,1,3434,1,Female,66,Data Analyst,2,Divorced,16376,28062,8,Yes,10,3,1,80,1,2,2,18,7,1,4,Close,2 Jobs,Level 3,18 Years,On service,due for promotion,High,High Ratings
57,No,Travel_Rarely,1479,Human Resources,4,Other,1,462,3,Male,51,Business Analyst,2,Married,2909,11409,0,No,20,4,1,80,1,4,1,1,8,6,5,Very Far,1 Jobs,Level 4,11 Years,due for retirement,due for promotion,Low,High Ratings
24,Yes,Travel_Rarely,711,Human Resources,1,Marketing,1,5272,3,Male,75,HR Executive,2,Single,16494,18930,4,No,10,4,1,80,0,3,1,17,9,5,3,Close,1 Jobs,Level 1,13 Years,On service,due for promotion,Medium,High Ratings
